店名,評分,評論數,地址,鏈接
HiONE Holiday Hotel 海灣假日酒店 - 悅港式中餐廳,3.8 ,131,222新北市深坑區北深路三段265號,https://www.google.com/maps/place/HiONE+Holiday+Hotel+%E6%B5%B7%E7%81%A3%E5%81%87%E6%97%A5%E9%85%92%E5%BA%97+-+%E6%82%85%E6%B8%AF%E5%BC%8F%E4%B8%AD%E9%A4%90%E5%BB%B3/data=!4m7!3m6!1s0x3442aaeedb0678cb:0x459bc3a3b9a9f208!8m2!3d25.0044239!4d121.5989592!16s%2Fg%2F11xcdfnnt!19sChIJy3gG2-6qQjQRCPKpuaPDm0U?authuser=0&hl=zh-TW&rclk=1
Arc Cafe,4.3 ,"1,273",22244新北市深坑區文山路二段126號昭豪汽車隔壁,https://www.google.com/maps/place/Arc+Cafe/data=!4m7!3m6!1s0x3442aac5da0214fd:0x10bb776c2b208950!8m2!3d24.9989745!4d121.6142388!16s%2Fg%2F11c5_7fttn!19sChIJ_RQC2sWqQjQRUIkgK2x3uxA?authuser=0&hl=zh-TW&rclk=1
深坑慈聖夜市(星期二，五）,3.8 ,505,222新北市深坑區北深路一段,https://www.google.com/maps/place/%E6%B7%B1%E5%9D%91%E6%85%88%E8%81%96%E5%A4%9C%E5%B8%82%28%E6%98%9F%E6%9C%9F%E4%BA%8C%EF%BC%8C%E4%BA%94%EF%BC%89/data=!4m7!3m6!1s0x3442aad3c8c48391:0x298065d179b7465d!8m2!3d25.0049639!4d121.6237351!16s%2Fg%2F11g9dns6rw!19sChIJkYPEyNOqQjQRXUa3edFlgCk?authuser=0&hl=zh-TW&rclk=1
737滷味,4.5 ,297,222新北市深坑區文化街74號,https://www.google.com/maps/place/737%E6%BB%B7%E5%91%B3/data=!4m7!3m6!1s0x3442aace516920a1:0xaf21f9fbb6117788!8m2!3d25.0019695!4d121.618383!16s%2Fg%2F1vg_9kn5!19sChIJoSBpUc6qQjQRiHcRtvv5Ia8?authuser=0&hl=zh-TW&rclk=1
燴燴人生,4.5 ,4,22244新北市深坑區北深路三段28號,https://www.google.com/maps/place/%E7%87%B4%E7%87%B4%E4%BA%BA%E7%94%9F/data=!4m7!3m6!1s0x3442ab11afbb8823:0x5e569fcd2d86aa0b!8m2!3d25.001227!4d121.6092562!16s%2Fg%2F11spmppgsv!19sChIJI4i7rxGrQjQRC6qGLc2fVl4?authuser=0&hl=zh-TW&rclk=1
穀香圓桶便當,4.6 ,12,222新北市深坑區北深路二段125之3號125之3號,https://www.google.com/maps/place/%E7%A9%80%E9%A6%99%E5%9C%93%E6%A1%B6%E4%BE%BF%E7%95%B6/data=!4m7!3m6!1s0x3442ab3068e014fb:0xb6ac21e5c41e2b12!8m2!3d25.0028785!4d121.6163305!16s%2Fg%2F11s6hnlg2f!19sChIJ-xTgaDCrQjQREisexOUhrLY?authuser=0&hl=zh-TW&rclk=1
世貿小吃,4.3 ,21,"No. 227, No. 223號北深路三段深坑區新北市222",https://www.google.com/maps/place/%E4%B8%96%E8%B2%BF%E5%B0%8F%E5%90%83/data=!4m7!3m6!1s0x3442ab2cedb30df7:0x92d931ec9228e7e6!8m2!3d25.0040554!4d121.6000043!16s%2Fg%2F11gh5pn85h!19sChIJ9w2z7SyrQjQR5ucokuwx2ZI?authuser=0&hl=zh-TW&rclk=1
101早餐店,4.3 ,68,222新北市深坑區文化街62號,https://www.google.com/maps/place/101%E6%97%A9%E9%A4%90%E5%BA%97/data=!4m7!3m6!1s0x3442abdc2b8845df:0xe27e2505f5e90a2!8m2!3d25.0018607!4d121.6187358!16s%2Fg%2F11gk7hc_41!19sChIJ30WIK9yrQjQRopBeX1DiJw4?authuser=0&hl=zh-TW&rclk=1
Open night life Bar,評分未找到,評論數未找到,222新北市深坑區北深路二段55巷12弄8號,https://www.google.com/maps/place/Open+night+life+Bar/data=!4m7!3m6!1s0x3442aba260db59e5:0xaead595aa57336c!8m2!3d25.0034239!4d121.6189256!16s%2Fg%2F11g18y5cj9!19sChIJ5VnbYKKrQjQRbDNXqpXV6go?authuser=0&hl=zh-TW&rclk=1
西舞拉麵,5.0 ,44,222新北市深坑區北深路二段43巷8號,https://www.google.com/maps/place/%E8%A5%BF%E8%88%9E%E6%8B%89%E9%BA%B5/data=!4m7!3m6!1s0x3442ab7b9dfa578d:0x4652a534d591717d!8m2!3d25.0039156!4d121.6193433!16s%2Fg%2F11trn86ykx!19sChIJjVf6nXurQjQRfXGR1TSlUkY?authuser=0&hl=zh-TW&rclk=1
