店名,鏈接
Draft Land XinYi,https://www.google.com/maps/place/Draft+Land+XinYi/data=!4m7!3m6!1s0x3442abc86ba60fef:0x80b45f873d16a92e!8m2!3d25.0400176!4d121.5663109!16s%2Fg%2F11r49wlh9s!19sChIJ7w-ma8irQjQRLqkWPYdftIA?authuser=0&hl=zh-TW&rclk=1
交易吧 Just Exchange Bar,https://www.google.com/maps/place/%E4%BA%A4%E6%98%93%E5%90%A7+Just+Exchange+Bar/data=!4m7!3m6!1s0x3442ab9d6c15ea05:0x7e017868bfe582a6!8m2!3d25.0310429!4d121.55884!16s%2Fg%2F11rr2msg3k!19sChIJBeoVbJ2rQjQRpoLlv2h4AX4?authuser=0&hl=zh-TW&rclk=1
MQ - Marquee Taipei,https://www.google.com/maps/place/MQ+-+Marquee+Taipei/data=!4m7!3m6!1s0x3442abb688a5e54d:0xf0f83d6abd6367f0!8m2!3d25.0325115!4d121.5631925!16s%2Fg%2F1vm784gw!19sChIJTeWliLarQjQR8GdjvWo9-PA?authuser=0&hl=zh-TW&rclk=1
啜飲室,https://www.google.com/maps/place/%E5%95%9C%E9%A3%B2%E5%AE%A4/data=!4m7!3m6!1s0x3442abbbc0632e07:0x5836c1f514fd0ff4!8m2!3d25.040247!4d121.566773!16s%2Fg%2F11cm05ybr4!19sChIJBy5jwLurQjQR9A_9FPXBNlg?authuser=0&hl=zh-TW&rclk=1
Barcode,https://www.google.com/maps/place/Barcode/data=!4m7!3m6!1s0x3442abb0844fc4f5:0xdd2805e17ffbbafd!8m2!3d25.0354853!4d121.5681269!16s%2Fg%2F1tvm0gbg!19sChIJ9cRPhLCrQjQR_br7f-EFKN0?authuser=0&hl=zh-TW&rclk=1
Fake Sober Taipei,https://www.google.com/maps/place/Fake+Sober+Taipei/data=!4m7!3m6!1s0x3442ab839713726d:0x830df9a4a46a72dd!8m2!3d25.0352052!4d121.5674503!16s%2Fg%2F11t5tdyzxn!19sChIJbXITl4OrQjQR3XJqpKT5DYM?authuser=0&hl=zh-TW&rclk=1
Opium Champagne Bar,https://www.google.com/maps/place/Opium+Champagne+Bar/data=!4m7!3m6!1s0x3442ab97cfdce471:0x5e7edd77ad3b28d4!8m2!3d25.032635!4d121.5631337!16s%2Fg%2F11ftwg4jpc!19sChIJceTcz5erQjQR1Cg7rXfdfl4?authuser=0&hl=zh-TW&rclk=1
attic trade company,https://www.google.com/maps/place/attic+trade+company/data=!4m7!3m6!1s0x3442ab4cf4ffbfff:0x794a71dabaee4abe!8m2!3d25.032209!4d121.5589464!16s%2Fg%2F11f4z57r9l!19sChIJ_7__9EyrQjQRvkruutpxSnk?authuser=0&hl=zh-TW&rclk=1
渣男 Taiwan Bistro 信義一渣,https://www.google.com/maps/place/%E6%B8%A3%E7%94%B7+Taiwan+Bistro+%E4%BF%A1%E7%BE%A9%E4%B8%80%E6%B8%A3/data=!4m7!3m6!1s0x3442abb2e680ed73:0xd97a03e137aee0d0!8m2!3d25.0269951!4d121.5687637!16s%2Fg%2F11cmhfdk_l!19sChIJc-2A5rKrQjQR0OCuN-EDetk?authuser=0&hl=zh-TW&rclk=1
Flare Taipei,https://www.google.com/maps/place/Flare+Taipei/data=!4m7!3m6!1s0x3442abaf286b03b3:0xd3f9607afc4eb5b8!8m2!3d25.0361885!4d121.5686108!16s%2Fg%2F11s60955ys!19sChIJswNrKK-rQjQRuLVO_Hpg-dM?authuser=0&hl=zh-TW&rclk=1
tei by OBOND,https://www.google.com/maps/place/tei+by+OBOND/data=!4m7!3m6!1s0x3442ab997c16d655:0xfb7a47d5307c473d!8m2!3d25.0313039!4d121.5576814!16s%2Fg%2F11lfqdpf7r!19sChIJVdYWfJmrQjQRPUd8MNVHevs?authuser=0&hl=zh-TW&rclk=1
GUM GUM雞翅啤酒吧,https://www.google.com/maps/place/GUM+GUM%E9%9B%9E%E7%BF%85%E5%95%A4%E9%85%92%E5%90%A7/data=!4m7!3m6!1s0x3442abc9e61bed7b:0xd8978857a512d1a6!8m2!3d25.033894!4d121.559154!16s%2Fg%2F11c709w5c_!19sChIJe-0b5smrQjQRptESpVeIl9g?authuser=0&hl=zh-TW&rclk=1
Posino Taipei,https://www.google.com/maps/place/Posino+Taipei/data=!4m7!3m6!1s0x3442abad01e0c4c1:0x3e0f0fa7cacf0c84!8m2!3d25.0288695!4d121.5568661!16s%2Fg%2F11mr71nbjl!19sChIJwcTgAa2rQjQRhAzPyqcPDz4?authuser=0&hl=zh-TW&rclk=1
小後苑Backyard Jr. (信義Xinyi),https://www.google.com/maps/place/%E5%B0%8F%E5%BE%8C%E8%8B%91Backyard+Jr.+%28%E4%BF%A1%E7%BE%A9Xinyi%29/data=!4m7!3m6!1s0x3442abba1262a95b:0xa7399523976d3cc9!8m2!3d25.0366616!4d121.5667248!16s%2Fg%2F11gbf8llhh!19sChIJW6liErqrQjQRyTxtlyOVOac?authuser=0&hl=zh-TW&rclk=1
Twilight 餐酒館｜大安區酒吧｜信義安和酒吧｜,https://www.google.com/maps/place/Twilight+%E9%A4%90%E9%85%92%E9%A4%A8%EF%BD%9C%E5%A4%A7%E5%AE%89%E5%8D%80%E9%85%92%E5%90%A7%EF%BD%9C%E4%BF%A1%E7%BE%A9%E5%AE%89%E5%92%8C%E9%85%92%E5%90%A7%EF%BD%9C/data=!4m7!3m6!1s0x3442ab7644678811:0x184a2c94c472e80e!8m2!3d25.0329995!4d121.555005!16s%2Fg%2F11vkl47ps9!19sChIJEYhnRHarQjQRDuhyxJQsShg?authuser=0&hl=zh-TW&rclk=1
CÉ LA VI 台北,https://www.google.com/maps/place/C%C3%89+LA+VI+%E5%8F%B0%E5%8C%97/data=!4m7!3m6!1s0x3442ab5b3896b905:0x1e74397cfefb7d35!8m2!3d25.0343502!4d121.5673825!16s%2Fg%2F11h6ns21gc!19sChIJBbmWOFurQjQRNX37_nw5dB4?authuser=0&hl=zh-TW&rclk=1
Find Alley,https://www.google.com/maps/place/Find+Alley/data=!4m7!3m6!1s0x3442ab49169986af:0x6ab089a903662a68!8m2!3d25.0304528!4d121.5575941!16s%2Fg%2F11jp0vcqm6!19sChIJr4aZFkmrQjQRaCpmA6mJsGo?authuser=0&hl=zh-TW&rclk=1
BAR24,https://www.google.com/maps/place/BAR24/data=!4m7!3m6!1s0x3442abf5137dea0b:0xc86331a439788865!8m2!3d25.035365!4d121.5679137!16s%2Fg%2F11k4jjmhgf!19sChIJC-p9E_WrQjQRZYh4OaQxY8g?authuser=0&hl=zh-TW&rclk=1
BAR HINOKI,https://www.google.com/maps/place/BAR+HINOKI/data=!4m7!3m6!1s0x3442abeb1e329b8f:0xb00cceaa37a8bb6e!8m2!3d25.027834!4d121.55681!16s%2Fg%2F11twhsy2c2!19sChIJj5syHuurQjQRbruoN6rODLA?authuser=0&hl=zh-TW&rclk=1
Circle Gallery Bar 藝廊酒吧,https://www.google.com/maps/place/Circle+Gallery+Bar+%E8%97%9D%E5%BB%8A%E9%85%92%E5%90%A7/data=!4m7!3m6!1s0x3442abb7ae5f8777:0x82d0d50bc5f80bb!8m2!3d25.0301208!4d121.5619421!16s%2Fg%2F11rxp30ms1!19sChIJd4dfrrerQjQRu4BfvFANLQg?authuser=0&hl=zh-TW&rclk=1
双喜 Cié Cié Taipei 喜喜吧,https://www.google.com/maps/place/%E5%8F%8C%E5%96%9C+Ci%C3%A9+Ci%C3%A9+Taipei+%E5%96%9C%E5%96%9C%E5%90%A7/data=!4m7!3m6!1s0x3442ab1e95cd5c65:0x25bfff42da87a7b0!8m2!3d25.0355031!4d121.56786!16s%2Fg%2F11h_bv2123!19sChIJZVzNlR6rQjQRsKeH2kL_vyU?authuser=0&hl=zh-TW&rclk=1
UNO Taipei | 🇲🇽Mezcal梅茲卡Bar,https://www.google.com/maps/place/UNO+Taipei+%7C+%F0%9F%87%B2%F0%9F%87%BDMezcal%E6%A2%85%E8%8C%B2%E5%8D%A1Bar/data=!4m7!3m6!1s0x3442abf870b2415d:0x46a52893bdf413d6!8m2!3d25.033788!4d121.559732!16s%2Fg%2F11s4xl9wnj!19sChIJXUGycPirQjQR1hP0vZMopUY?authuser=0&hl=zh-TW&rclk=1
"Bibber Dessert Bar · 酒徒的點心店 by Vivid Hermit Saloon Co., Ltd","https://www.google.com/maps/place/Bibber+Dessert+Bar+%C2%B7+%E9%85%92%E5%BE%92%E7%9A%84%E9%BB%9E%E5%BF%83%E5%BA%97+by+Vivid+Hermit+Saloon+Co.,+Ltd/data=!4m7!3m6!1s0x3442ab9489788853:0x386b6bc2f269afd1!8m2!3d25.033362!4d121.5586416!16s%2Fg%2F11t1f8xy3n!19sChIJU4h4iZSrQjQR0a9p8sJrazg?authuser=0&hl=zh-TW&rclk=1"
Sandalwood Taipei,https://www.google.com/maps/place/Sandalwood+Taipei/data=!4m7!3m6!1s0x3442abcd17b2dcb5:0xa74989c4e5e88d96!8m2!3d25.0287221!4d121.5571926!16s%2Fg%2F11sh29vx6r!19sChIJtdyyF82rQjQRlo3o5cSJSac?authuser=0&hl=zh-TW&rclk=1
冒險者公會 The A.G's Bar,https://www.google.com/maps/place/%E5%86%92%E9%9A%AA%E8%80%85%E5%85%AC%E6%9C%83+The+A.G%27s+Bar/data=!4m7!3m6!1s0x3442abbfa0165231:0xc8bcbe5f299681c3!8m2!3d25.0395086!4d121.5616868!16s%2Fg%2F11t8gqt6lf!19sChIJMVIWoL-rQjQRw4GWKV--vMg?authuser=0&hl=zh-TW&rclk=1
A Glass or Two,https://www.google.com/maps/place/A+Glass+or+Two/data=!4m7!3m6!1s0x3442ab2ec4e7dd87:0x36ee3cb9b2e89d92!8m2!3d25.0247606!4d121.5532504!16s%2Fg%2F11r_mjgy39!19sChIJh93nxC6rQjQRkp3osrk87jY?authuser=0&hl=zh-TW&rclk=1
OXI Oyster & Wine Live House,https://www.google.com/maps/place/OXI+Oyster+%26+Wine+Live+House/data=!4m7!3m6!1s0x3442ab6587dfb8db:0xec453b16d616b7b2!8m2!3d25.0361184!4d121.5693179!16s%2Fg%2F11tm_28gpf!19sChIJ27jfh2WrQjQRsrcW1hY7Rew?authuser=0&hl=zh-TW&rclk=1
Ounce,https://www.google.com/maps/place/Ounce/data=!4m7!3m6!1s0x3442abcd1fbd2c2f:0xeb1fe4b16f0cf9ac!8m2!3d25.0332737!4d121.5558604!16s%2Fg%2F11b7cmjknq!19sChIJLyy9H82rQjQRrPkMb7HkH-s?authuser=0&hl=zh-TW&rclk=1
Sleep No More,https://www.google.com/maps/place/Sleep+No+More/data=!4m7!3m6!1s0x3442ab43faeb08e7:0x3b117ed7e87103cb!8m2!3d25.0352985!4d121.5677192!16s%2Fg%2F11vb50px0p!19sChIJ5wjr-kOrQjQRywNx6Nd-ETs?authuser=0&hl=zh-TW&rclk=1
PUN,https://www.google.com/maps/place/PUN/data=!4m7!3m6!1s0x3442abcbc14e34bd:0xfaa10e154b46672a!8m2!3d25.0326229!4d121.5558877!16s%2Fg%2F11g027g74m!19sChIJvTROwcurQjQRKmdGSxUOofo?authuser=0&hl=zh-TW&rclk=1
GREY ME 瑰秘。茶酒.信義區餐酒館.晚餐宵夜美食.特色浮誇調酒.聚餐包場.投影餐廳.信義區餐廳推薦.大安區餐廳推薦,https://www.google.com/maps/place/GREY+ME+%E7%91%B0%E7%A7%98%E3%80%82%E8%8C%B6%E9%85%92.%E4%BF%A1%E7%BE%A9%E5%8D%80%E9%A4%90%E9%85%92%E9%A4%A8.%E6%99%9A%E9%A4%90%E5%AE%B5%E5%A4%9C%E7%BE%8E%E9%A3%9F.%E7%89%B9%E8%89%B2%E6%B5%AE%E8%AA%87%E8%AA%BF%E9%85%92.%E8%81%9A%E9%A4%90%E5%8C%85%E5%A0%B4.%E6%8A%95%E5%BD%B1%E9%A4%90%E5%BB%B3.%E4%BF%A1%E7%BE%A9%E5%8D%80%E9%A4%90%E5%BB%B3%E6%8E%A8%E8%96%A6.%E5%A4%A7%E5%AE%89%E5%8D%80%E9%A4%90%E5%BB%B3%E6%8E%A8%E8%96%A6/data=!4m7!3m6!1s0x3442aa33a2e9aa99:0x1495bebb301f7219!8m2!3d25.0264889!4d121.5551705!16s%2Fg%2F11f3xnmdzx!19sChIJmarpojOqQjQRGXIfMLu-lRQ?authuser=0&hl=zh-TW&rclk=1
Alchemy Bar Taipei,https://www.google.com/maps/place/Alchemy+Bar+Taipei/data=!4m7!3m6!1s0x3442abb688a5e54d:0x53025522bafa3ee7!8m2!3d25.032519!4d121.56321!16s%2Fg%2F11b637tc28!19sChIJTeWliLarQjQR5z76uiJVAlM?authuser=0&hl=zh-TW&rclk=1
綺夢 Lounge Bar,https://www.google.com/maps/place/%E7%B6%BA%E5%A4%A2+Lounge+Bar/data=!4m7!3m6!1s0x3442abdfeaa4b50d:0xeecc64d2b44cfb10!8m2!3d25.0404413!4d121.57487!16s%2Fg%2F11tf3wrl0k!19sChIJDbWk6t-rQjQREPtMtNJkzO4?authuser=0&hl=zh-TW&rclk=1
CHICKEN BAR / TAIPEI,https://www.google.com/maps/place/CHICKEN+BAR+%2F+TAIPEI/data=!4m7!3m6!1s0x3442ab15a669f029:0x40f6ee36d1e11dd8!8m2!3d25.0308911!4d121.5579791!16s%2Fg%2F11trfvkqwx!19sChIJKfBpphWrQjQR2B3h0Tbu9kA?authuser=0&hl=zh-TW&rclk=1
WOOBAR,https://www.google.com/maps/place/WOOBAR/data=!4m7!3m6!1s0x3442abb95768ddc1:0xc1aa2c9cc269375a!8m2!3d25.040568!4d121.5657577!16s%2Fg%2F1tg4j22f!19sChIJwd1oV7mrQjQRWjdpwpwsqsE?authuser=0&hl=zh-TW&rclk=1
Shisha屋Matchill,https://www.google.com/maps/place/Shisha%E5%B1%8BMatchill/data=!4m7!3m6!1s0x3442ab96f7f4ad7f:0x7546b9b774f56d17!8m2!3d25.0463233!4d121.5708653!16s%2Fg%2F11swpnyx_m!19sChIJf63095arQjQRF231dLe5RnU?authuser=0&hl=zh-TW&rclk=1
如夢 ｜嘻哈酒吧｜KTV吧檯｜小米酒調酒,https://www.google.com/maps/place/%E5%A6%82%E5%A4%A2+%EF%BD%9C%E5%98%BB%E5%93%88%E9%85%92%E5%90%A7%EF%BD%9CKTV%E5%90%A7%E6%AA%AF%EF%BD%9C%E5%B0%8F%E7%B1%B3%E9%85%92%E8%AA%BF%E9%85%92/data=!4m7!3m6!1s0x3442ab5b5c25ee31:0x6cfee7c13f62b3dd!8m2!3d25.0306483!4d121.5576085!16s%2Fg%2F11tw_9dvg9!19sChIJMe4lXFurQjQR3bNiP8Hn_mw?authuser=0&hl=zh-TW&rclk=1
綠洲信義 The Oasis Tavern Xinyi,https://www.google.com/maps/place/%E7%B6%A0%E6%B4%B2%E4%BF%A1%E7%BE%A9+The+Oasis+Tavern+Xinyi/data=!4m7!3m6!1s0x3442abad42dc4c15:0x920a7059399acc6e!8m2!3d25.0285447!4d121.5571409!16s%2Fg%2F11fw27fg1k!19sChIJFUzcQq2rQjQRbsyaOVlwCpI?authuser=0&hl=zh-TW&rclk=1
佐吧,https://www.google.com/maps/place/%E4%BD%90%E5%90%A7/data=!4m7!3m6!1s0x3442aba6376fb725:0x686addf0ccc7f963!8m2!3d25.0425608!4d121.5704116!16s%2Fg%2F11t29njc_h!19sChIJJbdvN6arQjQRY_nHzPDdamg?authuser=0&hl=zh-TW&rclk=1
Charlie's Sports Bar Taipei,https://www.google.com/maps/place/Charlie%27s+Sports+Bar+Taipei/data=!4m7!3m6!1s0x3442ab1306dcc51d:0xa9403487161b4340!8m2!3d25.0262258!4d121.5548872!16s%2Fg%2F11ghq92r0c!19sChIJHcXcBhOrQjQRQEMbFoc0QKk?authuser=0&hl=zh-TW&rclk=1
Bar Digout,https://www.google.com/maps/place/Bar+Digout/data=!4m7!3m6!1s0x3442abcbddd17d23:0x998b7be84142b3bc!8m2!3d25.0332918!4d121.555638!16s%2Fg%2F11b67n9rk_!19sChIJI33R3curQjQRvLNCQeh7i5k?authuser=0&hl=zh-TW&rclk=1
Crowd Night | 台北酒吧 | 信義區酒吧 | 台北talkin bar | 信義區talking bar | 台北餐酒館 | 信義區餐酒館,https://www.google.com/maps/place/Crowd+Night+%7C+%E5%8F%B0%E5%8C%97%E9%85%92%E5%90%A7+%7C+%E4%BF%A1%E7%BE%A9%E5%8D%80%E9%85%92%E5%90%A7+%7C+%E5%8F%B0%E5%8C%97talkin+bar+%7C+%E4%BF%A1%E7%BE%A9%E5%8D%80talking+bar+%7C+%E5%8F%B0%E5%8C%97%E9%A4%90%E9%85%92%E9%A4%A8+%7C+%E4%BF%A1%E7%BE%A9%E5%8D%80%E9%A4%90%E9%85%92%E9%A4%A8/data=!4m7!3m6!1s0x3442abb8434c5ef3:0xa959994845621a2c!8m2!3d25.0277629!4d121.5566039!16s%2Fg%2F11y5tscw4n!19sChIJ815MQ7irQjQRLBpiRUiZWak?authuser=0&hl=zh-TW&rclk=1
濪 Ｍizuiro Sake Bar,https://www.google.com/maps/place/%E6%BF%AA+%EF%BC%ADizuiro+Sake+Bar/data=!4m7!3m6!1s0x3442ab26ffce43b5:0xd2ee4a2eb653063f!8m2!3d25.0249369!4d121.5534506!16s%2Fg%2F11tk2xj41r!19sChIJtUPO_yarQjQRPwZTti5K7tI?authuser=0&hl=zh-TW&rclk=1
The Bed Xinyi Shisha Bar & Live House,https://www.google.com/maps/place/The+Bed+Xinyi+Shisha+Bar+%26+Live+House/data=!4m7!3m6!1s0x3442ab002f7b374d:0xd565807d42f0590d!8m2!3d25.0361184!4d121.5693179!16s%2Fg%2F11y6264sx4!19sChIJTTd7LwCrQjQRDVnwQn2AZdU?authuser=0&hl=zh-TW&rclk=1
去憂餐酒館 Chill Bistro & Bar,https://www.google.com/maps/place/%E5%8E%BB%E6%86%82%E9%A4%90%E9%85%92%E9%A4%A8+Chill+Bistro+%26+Bar/data=!4m7!3m6!1s0x3442abb6c5767f0d:0x57727134be46f0c3!8m2!3d25.0322127!4d121.5587656!16s%2Fg%2F11g1ktl0k8!19sChIJDX92xbarQjQRw_BGvjRxclc?authuser=0&hl=zh-TW&rclk=1
NIHONSHU Sake Space台北清酒吧,https://www.google.com/maps/place/NIHONSHU+Sake+Space%E5%8F%B0%E5%8C%97%E6%B8%85%E9%85%92%E5%90%A7/data=!4m7!3m6!1s0x3442ab867d4a162b:0x6556523b71304b06!8m2!3d25.0277464!4d121.5566334!16s%2Fg%2F11tp4_zys_!19sChIJKxZKfYarQjQRBkswcTtSVmU?authuser=0&hl=zh-TW&rclk=1
羊吧 Sheep Bar（入內請按黑色電鈴）,https://www.google.com/maps/place/%E7%BE%8A%E5%90%A7+Sheep+Bar%EF%BC%88%E5%85%A5%E5%85%A7%E8%AB%8B%E6%8C%89%E9%BB%91%E8%89%B2%E9%9B%BB%E9%88%B4%EF%BC%89/data=!4m7!3m6!1s0x3442abdfa2b4f207:0x279907b5535bed7f!8m2!3d25.0417974!4d121.5672453!16s%2Fg%2F11s6gxtjqt!19sChIJB_K0ot-rQjQRf-1bU7UHmSc?authuser=0&hl=zh-TW&rclk=1
四月餐廳酒吧 Fuzzy April Restaurant & Bar,https://www.google.com/maps/place/%E5%9B%9B%E6%9C%88%E9%A4%90%E5%BB%B3%E9%85%92%E5%90%A7+Fuzzy+April+Restaurant+%26+Bar/data=!4m7!3m6!1s0x3442ab985f80751b:0xe29acfb522cfefb0!8m2!3d25.03732!4d121.559624!16s%2Fg%2F11s37fcbqf!19sChIJG3WAX5irQjQRsO_PIrXPmuI?authuser=0&hl=zh-TW&rclk=1
196 Bar,https://www.google.com/maps/place/196+Bar/data=!4m7!3m6!1s0x3442ab000f79b687:0x923cd45b321bf851!8m2!3d25.0326065!4d121.5635507!16s%2Fg%2F11y78my27y!19sChIJh7Z5DwCrQjQRUfgbMlvUPJI?authuser=0&hl=zh-TW&rclk=1
Drunk Play 爛醉不累,https://www.google.com/maps/place/Drunk+Play+%E7%88%9B%E9%86%89%E4%B8%8D%E7%B4%AF/data=!4m7!3m6!1s0x3442ab308068f431:0x27c616ca2d3c7cd9!8m2!3d25.03531!4d121.5660665!16s%2Fg%2F11pkcgcwk5!19sChIJMfRogDCrQjQR2Xw8LcoWxic?authuser=0&hl=zh-TW&rclk=1
Bar Edge,https://www.google.com/maps/place/Bar+Edge/data=!4m7!3m6!1s0x3442ab86df2622b1:0x2a04967614cd99fa!8m2!3d25.0304616!4d121.5575908!16s%2Fg%2F11pttkmgzy!19sChIJsSIm34arQjQR-pnNFHaWBCo?authuser=0&hl=zh-TW&rclk=1
A Light,https://www.google.com/maps/place/A+Light/data=!4m7!3m6!1s0x3442abb626c88597:0x9c6ab1565a3c277c!8m2!3d25.0343724!4d121.5600891!16s%2Fg%2F11b7f_9tvm!19sChIJl4XIJrarQjQRfCc8Wlaxapw?authuser=0&hl=zh-TW&rclk=1
A Light,https://www.google.com/maps/place/A+Light/data=!4m7!3m6!1s0x3442abb626c88597:0x9c6ab1565a3c277c!8m2!3d25.0343724!4d121.5600891!16s%2Fg%2F11b7f_9tvm!19sChIJl4XIJrarQjQRfCc8Wlaxapw?authuser=0&hl=zh-TW&rclk=1
Kalopsia,https://www.google.com/maps/place/Kalopsia/data=!4m7!3m6!1s0x3442ab30ba7735a3:0x259f158b0c7fcea4!8m2!3d25.0251358!4d121.5596927!16s%2Fg%2F11tm_pp6_m!19sChIJozV3ujCrQjQRpM5_DIsVnyU?authuser=0&hl=zh-TW&rclk=1
